33.26712324,-1.534918351,750.2223248,8.96E-17,-1.12E-16,-0.543409428
37.76231287,-0.646117142,751.0401217,3.98E-18,-1.65E-17,-0.472442831
39.02580709,-1.336994038,748.5786169,-7.12E-10,7.02E-10,-0.672883367
31.37706868,-3.31950959,748.0859689,6.02E-10,-7.98E-10,-0.560695053
29.36824609,-2.355493274,749.1623156,-1.26E-16,1.74E-16,-0.515172451
30.51709316,-2.869374858,749.0425613,8.60E-17,-1.31E-16,-0.510104275
26.37424522,-3.228804336,748.4979632,1.53E-16,-2.06E-16,-0.546463577
27.20995501,-2.951058147,748.2109897,-3.04E-17,3.98E-17,-0.523438385
36.3818792,-1.720352468,745.8512329,5.65E-18,-1.79E-17,-0.610844775
37.54419824,-0.565117008,746.5361664,1.18E-16,-1.41E-16,-0.520533086
52.37782584,-0.643427796,744.7905946,3.63E-17,-5.31E-17,-0.584462853
61.78725351,1.8937314,745.323244,-6.18E-17,8.83E-17,-0.50908103
67.86373858,2.852403215,744.2535482,3.15E-17,-4.25E-17,-0.529891076
73.59814553,3.752923032,743.9930944,-6.43E-17,7.76E-17,-0.566894641
83.82427919,4.881104957,743.1723202,-1.63E-18,5.68E-18,-0.559801211
88.49845484,5.117953233,742.9696701,6.22E-17,-6.92E-17,-0.571539941
70.30404733,1.542084844,750.7228537,3.33E-17,-3.54E-17,-0.621603083
88.87999391,3.970677362,745.2633059,2.79E-18,-8.69E-18,-0.622327405
93.1817156,6.004628923,743.8153007,-6.62E-10,7.49E-10,-0.594883395
94.92445068,7.905856614,742.6763831,-6.68E-10,7.44E-10,-0.585433531
92.71038807,10.18421745,742.5892005,6.74E-10,-7.39E-10,-0.565760263
94.45968078,10.04737619,741.0129379,-3.56E-17,3.75E-17,-0.575719524
94.94015618,10.92362325,740.3219194,1.41E-16,-1.63E-16,-0.572748159
96.83375703,12.16964502,739.79528,-6.89E-10,7.25E-10,-0.57321286
101.9888887,13.23989399,738.5459386,-2.07E-18,7.25E-18,-0.556153169
102.1073295,12.1849313,738.7205091,7.32E-17,-8.89E-17,-0.560902064
102.3603355,11.28632863,738.5739619,-6.07E-17,6.11E-17,-0.556996704
104.3703835,11.92871758,737.625831,-6.37E-17,8.06E-17,-0.530032937
105.0266684,12.31884492,736.9986002,-6.26E-10,7.80E-10,-0.502455721
100.8106922,11.91606933,738.154527,4.06E-18,-1.66E-17,-0.47953584
98.63029155,11.09861173,737.9597154,-5.40E-17,6.69E-17,-0.456602248
95.77681094,10.45329955,738.4480884,-5.81E-10,8.14E-10,-0.44901743
97.11282345,10.47398435,736.9896381,-1.36E-16,1.82E-16,-0.433769448
100.6430957,11.09576896,734.8664908,-8.02E-17,1.02E-16,-0.424044366
107.8806879,12.14943047,732.0464827,-6.29E-18,2.94E-17,-0.421460471
111.3417575,12.86875228,729.9497715,8.46E-17,-1.26E-16,-0.41603093
